state,county,state_name,county_name,population,subgroup_type,subgroup,share_debt_coll,share_debt_coll_ub,share_debt_coll_lb,share_debt_coll_quality,transit_cost,transit_trips,transit_cost_quality,transit_trips_quality
54,55,West Virginia,Mercer County,59131,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,55,West Virginia,Mercer County,59131,race-ethnicity,"Majority White, Non-Hispanic",0.476129,0.5113142,0.4409438,1,6.405934537,16.44860814,1,1
54,57,West Virginia,Mineral County,26940,all,All,0.3648352,0.4091164,0.3205539,1,6.533491686,0.897862233,1,1
54,57,West Virginia,Mineral County,26940,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,57,West Virginia,Mineral County,26940,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,57,West Virginia,Mineral County,26940,race-ethnicity,"Majority White, Non-Hispanic",0.3664459,0.4108664,0.3220254,1,6.533491686,0.897862233,1,1
54,59,West Virginia,Mingo County,23785,all,All,0.5995086,0.6471722,0.551845,1,1,18.45718121,1,1
54,59,West Virginia,Mingo County,23785,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,59,West Virginia,Mingo County,23785,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,59,West Virginia,Mingo County,23785,race-ethnicity,"Majority White, Non-Hispanic",0.6050633,0.6533328,0.5567939,1,1,18.45718121,3,3
54,61,West Virginia,Monongalia County,106420,all,All,0.3537771,0.3794166,0.3281376,1,35.29951171,80.48092361,1,1
54,61,West Virginia,Monongalia County,106420,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,61,West Virginia,Monongalia County,106420,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,61,West Virginia,Monongalia County,106420,race-ethnicity,"Majority White, Non-Hispanic",0.3528493,0.3790281,0.3266706,1,35.29951171,80.48092361,1,1
54,63,West Virginia,Monroe County,13280,all,All,0.3015075,0.36543,0.2375851,1,1.819954989,3.600900225,1,1
54,63,West Virginia,Monroe County,13280,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,63,West Virginia,Monroe County,13280,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,63,West Virginia,Monroe County,13280,race-ethnicity,"Majority White, Non-Hispanic",0.2901554,0.3543506,0.2259603,1,1.819954989,3.600900225,1,1
54,65,West Virginia,Morgan County,17787,all,All,0.3445946,0.3988264,0.2903628,1,10.11917404,2.775221239,1,1
54,65,West Virginia,Morgan County,17787,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,65,West Virginia,Morgan County,17787,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,65,West Virginia,Morgan County,17787,race-ethnicity,"Majority White, Non-Hispanic",0.3445946,0.3988264,0.2903628,1,10.11917404,2.775221239,1,1
54,67,West Virginia,Nicholas County,24842,all,All,0.4481865,0.4978631,0.39851,1,5.999211978,13.10953507,1,1
54,67,West Virginia,Nicholas County,24842,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,67,West Virginia,Nicholas County,24842,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,67,West Virginia,Nicholas County,24842,race-ethnicity,"Majority White, Non-Hispanic",0.4473684,0.497428,0.3973089,1,5.999211978,13.10953507,1,1
54,69,West Virginia,Ohio County,41755,all,All,0.3368841,0.3707109,0.3030574,1,27.81119311,28.32800328,1,1
54,69,West Virginia,Ohio County,41755,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,34,28,1,1
54,69,West Virginia,Ohio County,41755,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,69,West Virginia,Ohio County,41755,race-ethnicity,"Majority White, Non-Hispanic",0.3373656,0.3713633,0.3033679,1,27.50634545,28.34416003,1,1
54,71,West Virginia,Pendleton County,6997,all,All,0.2682927,0.3469156,0.1896698,1,2.212336892,17.46381969,1,1
54,71,West Virginia,Pendleton County,6997,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,71,West Virginia,Pendleton County,6997,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,71,West Virginia,Pendleton County,6997,race-ethnicity,"Majority White, Non-Hispanic",0.2682927,0.3469156,0.1896698,1,2.212336892,17.46381969,1,1
54,73,West Virginia,Pleasants County,7507,all,All,0.4247788,0.5163261,0.3332314,1,11.59198543,26.18397086,1,1
54,73,West Virginia,Pleasants County,7507,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,73,West Virginia,Pleasants County,7507,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,73,West Virginia,Pleasants County,7507,race-ethnicity,"Majority White, Non-Hispanic",0.4247788,0.5163261,0.3332314,1,11.59198543,26.18397086,1,1
54,75,West Virginia,Pocahontas County,8414,all,All,0.3114754,0.3939908,0.22896,1,1.81184669,15.84204413,1,1
54,75,West Virginia,Pocahontas County,8414,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,75,West Virginia,Pocahontas County,8414,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,75,West Virginia,Pocahontas County,8414,race-ethnicity,"Majority White, Non-Hispanic",0.3114754,0.3939908,0.22896,1,1.81184669,15.84204413,1,1
54,77,West Virginia,Preston County,33839,all,All,0.370155,0.4118575,0.3284526,1,12.48344733,39.79069767,1,1
54,77,West Virginia,Preston County,33839,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,77,West Virginia,Preston County,33839,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,77,West Virginia,Preston County,33839,race-ethnicity,"Majority White, Non-Hispanic",0.368932,0.4106464,0.3272177,1,12.48344733,39.79069767,1,1
54,79,West Virginia,Putnam County,56682,all,All,0.377551,0.4095626,0.3455394,1,11.87038924,15.15936417,1,1
54,79,West Virginia,Putnam County,56682,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,79,West Virginia,Putnam County,56682,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,79,West Virginia,Putnam County,56682,race-ethnicity,"Majority White, Non-Hispanic",0.3765643,0.408614,0.3445145,1,11.87038924,15.15936417,1,1
54,81,West Virginia,Raleigh County,74254,all,All,0.4402924,0.4680355,0.4125494,1,9.327681388,13.30980547,1,1
54,81,West Virginia,Raleigh County,74254,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,81,West Virginia,Raleigh County,74254,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,81,West Virginia,Raleigh County,74254,race-ethnicity,"Majority White, Non-Hispanic",0.4380792,0.4663168,0.4098416,1,9.327681388,13.30980547,1,1
54,83,West Virginia,Randolph County,28823,all,All,0.4038461,0.4483487,0.3593436,1,7.771198318,12.63314646,1,1
54,83,West Virginia,Randolph County,28823,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,83,West Virginia,Randolph County,28823,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,83,West Virginia,Randolph County,28823,race-ethnicity,"Majority White, Non-Hispanic",0.4038461,0.4483487,0.3593436,1,7.771198318,12.63314646,1,1
54,85,West Virginia,Ritchie County,9721,all,All,0.4085366,0.4840009,0.3330723,1,5.391719745,17.99044586,1,1
54,85,West Virginia,Ritchie County,9721,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,85,West Virginia,Ritchie County,9721,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,85,West Virginia,Ritchie County,9721,race-ethnicity,"Majority White, Non-Hispanic",0.4085366,0.4840009,0.3330723,1,5.391719745,17.99044586,1,1
54,87,West Virginia,Roane County,13932,all,All,0.4292929,0.4984134,0.3601725,1,1.35122787,4.749286122,1,1
54,87,West Virginia,Roane County,13932,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,87,West Virginia,Roane County,13932,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,87,West Virginia,Roane County,13932,race-ethnicity,"Majority White, Non-Hispanic",0.4292929,0.4984134,0.3601725,1,1.35122787,4.749286122,1,1
54,89,West Virginia,Summers County,12760,all,All,0.3529412,0.42162,0.2842624,1,2.448389218,7.2156476,1,1
54,89,West Virginia,Summers County,12760,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,89,West Virginia,Summers County,12760,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,89,West Virginia,Summers County,12760,race-ethnicity,"Majority White, Non-Hispanic",0.3494624,0.4181702,0.2807545,1,2.448389218,7.2156476,1,1
54,91,West Virginia,Taylor County,16862,all,All,0.3762887,0.4446373,0.30794,1,10.24587264,16.59551887,1,1
54,91,West Virginia,Taylor County,16862,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,91,West Virginia,Taylor County,16862,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,91,West Virginia,Taylor County,16862,race-ethnicity,"Majority White, Non-Hispanic",0.3762887,0.4446373,0.30794,1,10.24587264,16.59551887,1,1
54,93,West Virginia,Tucker County,6955,all,All,0.3069307,0.3973299,0.2165315,1,7.883534137,26.40562249,1,1
54,93,West Virginia,Tucker County,6955,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,93,West Virginia,Tucker County,6955,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,93,West Virginia,Tucker County,6955,race-ethnicity,"Majority White, Non-Hispanic",0.31,0.4011053,0.2188947,1,7.883534137,26.40562249,1,1
54,95,West Virginia,Tyler County,8746,all,All,0.3925926,0.4752753,0.3099099,1,3.77043673,5.690929451,1,1
54,95,West Virginia,Tyler County,8746,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,95,West Virginia,Tyler County,8746,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,95,West Virginia,Tyler County,8746,race-ethnicity,"Majority White, Non-Hispanic",0.3880597,0.4708795,0.3052399,1,3.77043673,5.690929451,1,1
54,97,West Virginia,Upshur County,24415,all,All,0.425,0.4761373,0.3738628,1,10.21674419,24.94976744,1,1
54,97,West Virginia,Upshur County,24415,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,97,West Virginia,Upshur County,24415,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,97,West Virginia,Upshur County,24415,race-ethnicity,"Majority White, Non-Hispanic",0.4201681,0.4714417,0.3688945,1,10.21674419,24.94976744,1,1
54,99,West Virginia,Wayne County,39944,all,All,0.4680187,0.5066773,0.4293601,1,13.74019608,26.48713235,1,1
54,99,West Virginia,Wayne County,39944,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,99,West Virginia,Wayne County,39944,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,99,West Virginia,Wayne County,39944,race-ethnicity,"Majority White, Non-Hispanic",0.4655173,0.5042538,0.4267807,1,13.74019608,26.48713235,1,1
54,101,West Virginia,Webster County,8285,all,All,0.5294118,0.6136107,0.4452129,1,0,0,1,1
54,101,West Virginia,Webster County,8285,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,101,West Virginia,Webster County,8285,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,101,West Virginia,Webster County,8285,race-ethnicity,"Majority White, Non-Hispanic",0.5294118,0.6136107,0.4452129,1,0,0,1,1
54,103,West Virginia,Wetzel County,15270,all,All,0.4039216,0.4642663,0.3435768,1,6.040483384,4.681570997,1,1
54,103,West Virginia,Wetzel County,15270,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,103,West Virginia,Wetzel County,15270,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,103,West Virginia,Wetzel County,15270,race-ethnicity,"Majority White, Non-Hispanic",0.4015748,0.4619813,0.3411683,1,6.040483384,4.681570997,1,1
54,105,West Virginia,Wirt County,5830,all,All,0.4157303,0.5187042,0.3127564,1,9,27.16161616,1,1
54,105,West Virginia,Wirt County,5830,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,105,West Virginia,Wirt County,5830,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,105,West Virginia,Wirt County,5830,race-ethnicity,"Majority White, Non-Hispanic",0.4157303,0.5187042,0.3127564,1,9,27.16161616,1,1
54,107,West Virginia,Wood County,84203,all,All,0.3846154,0.4097262,0.3595046,1,23.97840275,23.40370239,1,1
54,107,West Virginia,Wood County,84203,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,107,West Virginia,Wood County,84203,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,107,West Virginia,Wood County,84203,race-ethnicity,"Majority White, Non-Hispanic",0.3810526,0.406277,0.3558283,1,23.97840275,23.40370239,1,1
54,109,West Virginia,Wyoming County,20786,all,All,0.5152439,0.5694128,0.4610749,1,1.874620061,6.488981763,1,1
54,109,West Virginia,Wyoming County,20786,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
54,109,West Virginia,Wyoming County,20786,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
54,109,West Virginia,Wyoming County,20786,race-ethnicity,"Majority White, Non-Hispanic",0.5122699,0.5666142,0.4579257,1,1.874620061,6.488981763,1,1
55,1,Wisconsin,Adams County,20348,all,All,0.2493075,0.2939968,0.2046182,1,10.76405039,23.73594961,1,1
55,1,Wisconsin,Adams County,20348,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,1,Wisconsin,Adams County,20348,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,1,Wisconsin,Adams County,20348,race-ethnicity,"Majority White, Non-Hispanic",0.2493075,0.2939968,0.2046182,1,10.76405039,23.73594961,1,1
55,3,Wisconsin,Ashland County,15600,all,All,0.2369478,0.2898695,0.1840261,1,7.784377923,12.85781104,1,1
55,3,Wisconsin,Ashland County,15600,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,3,Wisconsin,Ashland County,15600,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,3,Wisconsin,Ashland County,15600,race-ethnicity,"Majority White, Non-Hispanic",0.2263374,0.2790607,0.1736142,1,8.228308026,11.71908894,3,3
55,5,Wisconsin,Barron County,45164,all,All,0.239255,0.2709281,0.207582,1,17.92681913,10.70997921,1,1
55,5,Wisconsin,Barron County,45164,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,5,Wisconsin,Barron County,45164,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,5,Wisconsin,Barron County,45164,race-ethnicity,"Majority White, Non-Hispanic",0.2381636,0.2698096,0.2065175,1,17.92681913,10.70997921,1,1
55,7,Wisconsin,Bayfield County,15042,all,All,0.1576764,0.203784,0.1115687,1,15.14377557,21.0075979,1,1
55,7,Wisconsin,Bayfield County,15042,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,16,37,2,2
55,7,Wisconsin,Bayfield County,15042,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,7,Wisconsin,Bayfield County,15042,race-ethnicity,"Majority White, Non-Hispanic",0.1516588,0.2001726,0.103145,1,14.95132427,17.41302792,2,2
55,9,Wisconsin,Brown County,263378,all,All,0.2230539,0.2359437,0.2101641,1,53.07212311,54.59869076,1,1
55,9,Wisconsin,Brown County,263378,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,60.68640577,59.26776519,2,2
55,9,Wisconsin,Brown County,263378,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,9,Wisconsin,Brown County,263378,race-ethnicity,"Majority White, Non-Hispanic",0.2006306,0.213921,0.1873401,1,51.74224301,53.78320892,2,2
55,11,Wisconsin,Buffalo County,13125,all,All,0.1628959,0.2116925,0.1140993,1,24.27313101,28.36417469,1,1
55,11,Wisconsin,Buffalo County,13125,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,11,Wisconsin,Buffalo County,13125,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,11,Wisconsin,Buffalo County,13125,race-ethnicity,"Majority White, Non-Hispanic",0.1628959,0.2116925,0.1140993,1,24.27313101,28.36417469,1,1
55,13,Wisconsin,Burnett County,15392,all,All,0.1961538,0.2445144,0.1477933,1,7.823173569,5.446254072,1,1
55,13,Wisconsin,Burnett County,15392,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,13,Wisconsin,Burnett County,15392,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,13,Wisconsin,Burnett County,15392,race-ethnicity,"Majority White, Non-Hispanic",0.1899225,0.2378783,0.1419667,1,7.823173569,5.446254072,3,3
55,15,Wisconsin,Calumet County,50159,all,All,0.1367862,0.1613461,0.1122262,1,50.50451264,42.4545728,1,1
55,15,Wisconsin,Calumet County,50159,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,15,Wisconsin,Calumet County,50159,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,15,Wisconsin,Calumet County,50159,race-ethnicity,"Majority White, Non-Hispanic",0.1367862,0.1613461,0.1122262,1,50.50451264,42.4545728,2,2
55,17,Wisconsin,Chippewa County,64135,all,All,0.2118474,0.2372373,0.1864575,1,27.493389,22.90814196,1,1
55,17,Wisconsin,Chippewa County,64135,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,17,Wisconsin,Chippewa County,64135,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,17,Wisconsin,Chippewa County,64135,race-ethnicity,"Majority White, Non-Hispanic",0.2118474,0.2372373,0.1864575,1,27.493389,22.90814196,1,1
55,19,Wisconsin,Clark County,34709,all,All,0.2270059,0.263362,0.1906497,1,11.61276332,21.06722429,1,1
55,19,Wisconsin,Clark County,34709,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,19,Wisconsin,Clark County,34709,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,19,Wisconsin,Clark County,34709,race-ethnicity,"Majority White, Non-Hispanic",0.2270059,0.263362,0.1906497,1,11.61276332,21.06722429,1,1
55,21,Wisconsin,Columbia County,57358,all,All,0.1872294,0.2123961,0.1620627,1,50.37305479,22.43572799,1,1
55,21,Wisconsin,Columbia County,57358,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,21,Wisconsin,Columbia County,57358,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,21,Wisconsin,Columbia County,57358,race-ethnicity,"Majority White, Non-Hispanic",0.1872294,0.2123961,0.1620627,1,50.37305479,22.43572799,1,1
55,23,Wisconsin,Crawford County,16291,all,All,0.2396694,0.2935652,0.1857736,1,14.30967403,8.574658254,1,1
55,23,Wisconsin,Crawford County,16291,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,23,Wisconsin,Crawford County,16291,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,23,Wisconsin,Crawford County,16291,race-ethnicity,"Majority White, Non-Hispanic",0.2396694,0.2935652,0.1857736,1,14.30967403,8.574658254,1,1
55,25,Wisconsin,Dane County,542364,all,All,0.1664478,0.1744258,0.1584697,1,75.14715742,56.71011447,1,1
55,25,Wisconsin,Dane County,542364,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,78.39099332,58.02169579,1,1
55,25,Wisconsin,Dane County,542364,race-ethnicity,Majority Non-White,NA,NA,NA,3,82.08692629,61.16434863,1,1
55,25,Wisconsin,Dane County,542364,race-ethnicity,"Majority White, Non-Hispanic",0.1527935,0.1606955,0.1448915,1,73.85946792,56.03049408,1,1
55,27,Wisconsin,Dodge County,87847,all,All,0.2575758,0.2806066,0.2345449,1,35.02968617,25.80265762,1,1
55,27,Wisconsin,Dodge County,87847,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,27,Wisconsin,Dodge County,87847,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,27,Wisconsin,Dodge County,87847,race-ethnicity,"Majority White, Non-Hispanic",0.2575758,0.2806066,0.2345449,1,35.02968617,25.80265762,1,1
55,29,Wisconsin,Door County,27610,all,All,0.131579,0.1614184,0.1017395,1,31.14535967,30.42638837,1,1
55,29,Wisconsin,Door County,27610,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,29,Wisconsin,Door County,27610,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,29,Wisconsin,Door County,27610,race-ethnicity,"Majority White, Non-Hispanic",0.131579,0.1614184,0.1017395,1,31.14535967,30.42638837,1,1
55,31,Wisconsin,Douglas County,43208,all,All,0.2099291,0.2400133,0.1798448,1,34.68951698,37.83800886,1,1
55,31,Wisconsin,Douglas County,43208,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,31,Wisconsin,Douglas County,43208,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,31,Wisconsin,Douglas County,43208,race-ethnicity,"Majority White, Non-Hispanic",0.2102273,0.2403486,0.1801059,1,34.68951698,37.83800886,2,2
55,33,Wisconsin,Dunn County,45131,all,All,0.1979011,0.2281602,0.1676419,1,27.44706798,26.54488843,1,1
55,33,Wisconsin,Dunn County,45131,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,33,Wisconsin,Dunn County,45131,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,33,Wisconsin,Dunn County,45131,race-ethnicity,"Majority White, Non-Hispanic",0.1979011,0.2281602,0.1676419,1,27.44706798,26.54488843,1,1
55,35,Wisconsin,Eau Claire County,104534,all,All,0.2032573,0.2233957,0.1831189,1,43.2042333,48.78353716,1,1
55,35,Wisconsin,Eau Claire County,104534,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,35,Wisconsin,Eau Claire County,104534,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,35,Wisconsin,Eau Claire County,104534,race-ethnicity,"Majority White, Non-Hispanic",0.2030223,0.2232379,0.1828068,1,43.2042333,48.78353716,1,1
55,37,Wisconsin,Florence County,4321,all,All,0.1764706,0.2677545,0.0851866,1,8.183585313,25.30669546,1,1
55,37,Wisconsin,Florence County,4321,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,37,Wisconsin,Florence County,4321,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,37,Wisconsin,Florence County,4321,race-ethnicity,"Majority White, Non-Hispanic",0.1764706,0.2677545,0.0851866,1,8.183585313,25.30669546,1,1
55,39,Wisconsin,Fond du Lac County,103066,all,All,0.216533,0.2365902,0.1964758,1,47.31974669,47.20483592,1,1
55,39,Wisconsin,Fond du Lac County,103066,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,39,Wisconsin,Fond du Lac County,103066,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,39,Wisconsin,Fond du Lac County,103066,race-ethnicity,"Majority White, Non-Hispanic",0.2167183,0.236819,0.1966176,1,47.31974669,47.20483592,1,1
55,41,Wisconsin,Forest County,8991,all,All,0.2647059,0.3312217,0.1981901,1,6.168896321,10.95317726,1,1
55,41,Wisconsin,Forest County,8991,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,41,Wisconsin,Forest County,8991,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,41,Wisconsin,Forest County,8991,race-ethnicity,"Majority White, Non-Hispanic",0.2647059,0.3312217,0.1981901,1,6.168896321,10.95317726,3,3
55,43,Wisconsin,Grant County,51554,all,All,0.1698113,0.1968458,0.1427768,1,19.99213435,9.960459184,1,1
55,43,Wisconsin,Grant County,51554,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,43,Wisconsin,Grant County,51554,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,43,Wisconsin,Grant County,51554,race-ethnicity,"Majority White, Non-Hispanic",0.1711957,0.198428,0.1439633,1,19.99213435,9.960459184,1,1
55,45,Wisconsin,Green County,36929,all,All,0.1903114,0.2223416,0.1582812,1,54.33573357,23.88328833,1,1
55,45,Wisconsin,Green County,36929,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,45,Wisconsin,Green County,36929,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,45,Wisconsin,Green County,36929,race-ethnicity,"Majority White, Non-Hispanic",0.1903114,0.2223416,0.1582812,1,54.33573357,23.88328833,2,2
55,47,Wisconsin,Green Lake County,18918,all,All,0.2927631,0.3439992,0.2415271,1,15.74564103,5.012820513,1,1
55,47,Wisconsin,Green Lake County,18918,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,47,Wisconsin,Green Lake County,18918,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,47,Wisconsin,Green Lake County,18918,race-ethnicity,"Majority White, Non-Hispanic",0.2927631,0.3439992,0.2415271,1,15.74564103,5.012820513,1,1
55,49,Wisconsin,Iowa County,23771,all,All,0.1636829,0.2004036,0.1269622,1,47.85589942,15.99371373,1,1
55,49,Wisconsin,Iowa County,23771,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,49,Wisconsin,Iowa County,23771,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
55,49,Wisconsin,Iowa County,23771,race-ethnicity,"Majority White, Non-Hispanic",0.1636829,0.2004036,0.1269622,1,47.85589942,15.99371373,1,1
55,51,Wisconsin,Iron County,5676,all,All,0.1923077,0.2684207,0.1161947,1,8.052805281,10.34983498,1,1
55,51,Wisconsin,Iron County,5676,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
55,51,Wisconsin,Iron County,5676,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
